,pcs,entropy,label_pred_score,loss,result,broken_1,broken_2,broken_3,broken_4,broken_5
0,0.9856249094009399,0.08955457883257502,0.9908233880996704,0.009218976832926273,0,0,0,0,0,0
1,0.9973023533821106,0.01879194005030258,0.9984577894210815,0.001543341320939362,0,0,0,0,0,0
2,0.9525435566902161,0.19888260806564442,0.9740067720413208,0.02633696049451828,0,0,0,0,0,0
3,0.9972269535064697,0.02138373602354687,0.9981689453125,0.0018328524893149734,0,0,0,0,0,0
4,0.9902037382125854,0.06512174383251292,0.9936709403991699,0.006349172908812761,0,0,0,0,0,0
5,0.9997838139533997,0.0018625657087514827,0.9998799562454224,0.00012005095777567476,0,0,0,0,0,0
6,0.9940394163131714,0.0304916691027419,0.9969654679298401,0.0030390259344130754,0,0,0,0,0,0
7,0.7956923246383667,0.6829286657791055,0.8720282316207886,0.13693347573280334,0,0,0,0,0,1
8,0.9995930790901184,0.003917038328385649,0.999739944934845,0.0002600292500574142,0,0,0,0,0,0
9,0.9069235324859619,0.32305301669796926,0.9501807689666748,0.05110296607017517,0,1,0,0,0,0
10,0.9953256845474243,0.02568300852156954,0.9975739121437073,0.0024290354922413826,0,0,0,0,0,0
11,0.9805153608322144,0.12195256549896132,0.9874124526977539,0.012667381204664707,0,0,0,0,0,0
12,0.9999685883522034,0.0003788037193627442,0.9999792575836182,2.0683026377810165e-05,0,0,0,0,0,0
13,0.9746200442314148,0.14523878552055944,0.983802080154419,0.016330480575561523,0,0,0,0,0,0
14,0.9999103546142578,0.0009944234426723939,0.9999406337738037,5.9367986978031695e-05,0,0,0,0,0,0
15,0.99908447265625,0.008081323699718184,0.9993935823440552,0.0006064823246560991,0,0,0,0,0,0
16,0.9997905492782593,0.00174836923601952,0.999887228012085,0.00011271873518126085,0,0,0,0,0,0
17,0.9831366539001465,0.07718828228271418,0.9911590218544006,0.008880291134119034,0,0,0,0,0,0
18,0.9999317526817322,0.0008769946750879455,0.9999508857727051,4.905582682113163e-05,0,0,0,0,0,0
19,0.9988012909889221,0.008315818626527072,0.9993520379066467,0.0006481721065938473,0,0,0,0,0,0
20,0.9991443157196045,0.008372531171390148,0.9994186162948608,0.0005815527401864529,0,0,0,0,0,0
21,0.9996638894081116,0.0037503969065873486,0.9997579455375671,0.00024220299383159727,0,0,0,0,0,0
22,0.985992968082428,0.08419373886184045,0.9916229844093323,0.008412420749664307,0,0,0,0,0,0
23,0.9999167323112488,0.0008005973053996059,0.9999527931213379,4.7207991883624345e-05,0,0,0,0,0,0
24,0.994295597076416,0.04085606737810201,0.9964423775672913,0.003563906066119671,0,0,0,0,0,0
25,0.9994491934776306,0.006383384572876717,0.9995798468589783,0.00042024144204333425,0,0,0,0,0,0
26,0.9988802075386047,0.008924282642035913,0.9993304014205933,0.0006698228535242379,0,0,0,0,0,0
27,0.9999967217445374,3.4010095831870733e-05,0.9999983310699463,1.6093266594907618e-06,0,0,0,0,0,0
28,0.9907266497612,0.05393061227960768,0.9947181344032288,0.005295863840728998,0,0,0,0,0,0
29,0.7896548509597778,0.5925368678544387,0.8854355812072754,0.12167570739984512,0,0,0,0,0,1
30,0.9999527931213379,0.000589802663340971,0.9999678134918213,3.2127420126926154e-05,0,0,0,0,0,0
31,0.9998706579208374,0.0016326003983914816,0.9999037981033325,9.620652417652309e-05,0,0,0,0,0,0
32,0.9440404176712036,0.3306031749726562,0.95999675989151,0.0408254936337471,0,0,0,0,0,0
33,0.998745322227478,0.011383016646373218,0.999146580696106,0.0008536644163541496,0,0,0,0,0,0
34,0.9965920448303223,0.021831064378998014,0.998113751411438,0.0018880297429859638,0,0,0,0,0,0
35,0.9983282089233398,0.011069127512382704,0.99909508228302,0.0009052677196450531,0,0,0,0,0,0
36,0.4983319640159607,1.077194011672665,0.7242586612701416,0.3226066827774048,0,0,0,0,0,1
37,0.9995035529136658,0.004342932323897662,0.9997017979621887,0.0002982465084642172,0,0,0,0,0,0
38,0.9974822998046875,0.023579639673737315,0.9981817007064819,0.0018198349280282855,0,0,0,0,0,0
39,0.998652458190918,0.01321847650326031,0.9990357160568237,0.00096474913880229,0,0,0,0,0,0
40,0.804269552230835,0.6192135042418392,0.888789713382721,0.11789461225271225,0,0,0,0,0,0
41,0.9984105229377747,0.011000897288744347,0.9991258978843689,0.0008746036910451949,0,0,0,0,0,0
42,0.9998052716255188,0.002271014772445844,0.9998629093170166,0.00013710008352063596,0,0,0,0,0,0
43,0.6816968321800232,1.0245592854912506,0.7973622679710388,0.22644616663455963,0,0,0,0,0,1
44,0.9932107925415039,0.034461878297899214,0.9965307116508484,0.0034754399675875902,0,0,0,0,0,0
45,0.9892300367355347,0.050618309238539036,0.9945030212402344,0.005512142553925514,0,0,0,0,0,0
46,0.5828405022621155,1.5137958947425056,0.7067810297012329,0.34703436493873596,0,0,0,0,0,0
47,0.9999980926513672,2.3926006660317894e-05,0.999998927116394,1.0728841743912199e-06,0,0,0,0,0,0
48,0.9999380707740784,0.0006910914031243965,0.9999611377716064,3.886298509314656e-05,0,0,0,0,0,0
49,0.9999875426292419,0.00014492159697794535,0.9999927282333374,7.212187938421266e-06,0,0,0,0,0,0
50,0.9999340176582336,0.0008670122066398681,0.9999516010284424,4.8280926421284676e-05,0,0,0,0,0,0
51,0.9927589893341064,0.034868179018105676,0.9963681697845459,0.003638441441580653,0,0,0,0,0,0
52,0.9633880257606506,0.23264006917140986,0.9741671681404114,0.02617248147726059,0,0,0,0,0,0
53,0.9649860262870789,0.22021432671301616,0.9752609133720398,0.025050362572073936,0,0,0,0,0,0
54,0.9131984114646912,0.3665140053860114,0.9486775398254395,0.05268613621592522,0,0,0,0,0,0
55,0.8939024806022644,0.3603907355569022,0.943208634853363,0.05846771225333214,0,0,0,0,0,0
56,0.9983060956001282,0.011507569513606536,0.9990697503089905,0.0009308019652962685,0,0,0,0,0,0
57,0.9987922310829163,0.010217536263233712,0.999226450920105,0.0007738484418950975,0,0,0,0,0,0
58,0.9743863940238953,0.11711711583142702,0.9862422943115234,0.013853159733116627,0,0,0,0,0,0
59,0.9995990991592407,0.00456246154097672,0.9997068047523499,0.0002932382340077311,0,0,0,0,0,0
60,0.9565197825431824,0.2911822792944058,0.966672956943512,0.03389504551887512,0,0,0,0,0,0
61,0.9998839497566223,0.001319461585789831,0.9999215602874756,7.844279025448486e-05,0,0,0,0,0,0
62,0.9954800009727478,0.03539636220889095,0.9968973398208618,0.003107423661276698,0,0,0,0,0,0
63,0.9912496209144592,0.05049245985919811,0.9950730204582214,0.004939097445458174,0,0,0,0,0,0
64,0.9998096823692322,0.001667914891332778,0.999891996383667,0.00010800945165101439,0,0,0,0,0,0
65,0.8742786645889282,0.3664820836040431,0.935688853263855,0.06647227704524994,0,0,0,0,0,0
66,0.9999459385871887,0.0005076970039186355,0.9999709129333496,2.9206701583461836e-05,0,0,0,0,0,0
67,0.6277518272399902,0.8144178603023955,0.8062988519668579,0.21530096232891083,0,0,0,0,0,0
68,0.99998539686203,0.00018533962421992824,0.999990701675415,9.417578439752106e-06,0,0,0,0,0,0
69,0.9976562261581421,0.015502220301289128,0.9987108707427979,0.0012899012072011828,0,0,0,0,0,0
70,0.9984301924705505,0.009331592971741326,0.9992117881774902,0.0007885226514190435,0,0,0,0,0,0
71,0.9904912114143372,0.07246769744984491,0.993416428565979,0.006605338770896196,0,0,0,0,0,0
72,0.9974477887153625,0.021667404675831392,0.9982971549034119,0.0017044160049408674,0,0,0,0,0,0
73,0.9993681311607361,0.006819702786455633,0.9995321035385132,0.00046812521759420633,0,0,0,0,0,0
74,0.9564899206161499,0.2575512039182645,0.9695335626602173,0.03094012476503849,0,0,0,0,0,0
75,0.9999974370002747,2.966658280241422e-05,0.9999986886978149,1.4305124977909145e-06,0,0,0,0,0,0
76,0.996702253818512,0.022642191534777475,0.9980823993682861,0.001919560949318111,0,0,0,0,0,0
77,0.9999938011169434,7.303447963828838e-05,0.9999964237213135,3.4570753086882178e-06,0,0,0,0,0,0
78,0.9994324445724487,0.005247325062403137,0.9996336698532104,0.00036627802182920277,0,0,0,0,0,0
79,0.9990999102592468,0.00838174033687781,0.9994021654129028,0.0005978344124741852,0,0,0,0,0,0
80,0.9996994137763977,0.0027459604970971065,0.9998212456703186,0.00017888953152578324,0,0,0,0,0,0
81,0.997682511806488,0.015765444515555088,0.9986804127693176,0.001320578041486442,0,0,0,0,0,0
82,0.9990872740745544,0.00862484365230569,0.9993882179260254,0.0006119692698121071,0,0,0,0,0,0
83,0.9953988790512085,0.030916057101378375,0.9973142743110657,0.002689278917387128,0,0,0,0,0,0
84,0.999102771282196,0.006223595302954375,0.9995245933532715,0.0004755196860060096,0,0,0,0,0,0
85,0.9998350739479065,0.001339173708409599,0.9999136924743652,8.643046749057248e-05,0,0,0,0,0,0
86,0.9881032705307007,0.06383320210489832,0.9933819770812988,0.006639959290623665,0,0,0,0,0,0
87,0.9716574549674988,0.14450658653694254,0.9834222197532654,0.01671672984957695,0,0,0,0,0,0
88,0.028035789728164673,1.2178397579029983,0.49353694915771484,0.7061575651168823,0,4,0,0,0,5
89,0.9787102341651917,0.09974754255390354,0.9883557558059692,0.011712509207427502,0,0,0,0,0,0
90,0.9999905824661255,0.00011397344880335062,0.9999943971633911,5.722062269342132e-06,0,0,0,0,0,0
91,0.9999570846557617,0.0004027581084101761,0.9999769926071167,2.30076584557537e-05,0,0,0,0,0,0
92,0.9294651746749878,0.36546476864720084,0.9506269693374634,0.05063347890973091,0,0,0,0,0,0
93,0.9992178082466125,0.007449449923668368,0.9994696974754333,0.0005304432124830782,0,0,0,0,0,0
94,0.9498587846755981,0.19534472921151175,0.9733260869979858,0.027036240324378014,0,0,0,0,0,0
95,0.9937236309051514,0.047248808789386205,0.9957032799720764,0.004305977374315262,0,0,0,0,0,0
96,0.9999327063560486,0.0006360487546624465,0.9999626874923706,3.743241904885508e-05,0,0,0,0,0,0
97,0.9997311234474182,0.0020710207503110084,0.9998595714569092,0.00014043840928934515,0,0,0,0,0,0
98,0.5972480773925781,0.7485890748827981,0.7974257469177246,0.22636649012565613,0,0,0,0,0,0
99,0.9979496598243713,0.015868400861483174,0.9987192153930664,0.00128172489348799,0,0,0,0,0,0
100,0.9642520546913147,0.13162857131474381,0.9820374250411987,0.018125738948583603,0,0,0,0,0,0
101,0.9947125911712646,0.03438672066838387,0.9968256950378418,0.0031794733367860317,0,0,0,0,0,0
102,0.9988176226615906,0.0077443537883259885,0.9993818998336792,0.0006181719363667071,0,0,0,0,0,0
103,0.9997793436050415,0.0024951563981544605,0.999842643737793,0.00015724940749350935,0,0,0,0,0,0
