,pcs,entropy,label_pred_score,loss,result,broken_1,broken_2,broken_3,broken_4,broken_5
0,0.9978401064872742,0.02131979749026973,0.9984038472175598,0.0015973682748153806,0,0,0,0,0,0
1,0.9988141059875488,0.012500270422177868,0.999103307723999,0.0008972138748504221,0,0,0,0,0,0
2,0.9843582510948181,0.10002906680413669,0.9901251792907715,0.009923900477588177,0,0,0,0,0,0
3,0.9971310496330261,0.018660714171431347,0.9984083771705627,0.0015928908251225948,0,0,0,0,0,0
4,0.9960142970085144,0.033047078451408446,0.9971838593482971,0.0028202328830957413,0,1,0,0,0,0
5,0.9998664855957031,0.001650408874557196,0.9999021291732788,9.787561430130154e-05,0,0,0,0,0,0
6,0.6485125422477722,0.93494785687625,0.7933260202407837,0.23152101039886475,0,0,0,0,4,0
7,0.9982120990753174,0.0160672123077019,0.9987579584121704,0.0012428135378286242,0,0,0,0,0,0
8,0.993407666683197,0.03762162887948194,0.9964070916175842,0.00359931867569685,0,0,1,0,0,0
9,0.9985414147377014,0.013337173940876985,0.9990260601043701,0.0009745337883941829,0,0,0,0,0,0
10,0.9514899253845215,0.23970146416748436,0.9702591300010681,0.030192097648978233,0,0,0,0,0,0
11,0.9995979070663452,0.004491055502706561,0.9997052550315857,0.0002947287866845727,0,0,0,0,0,0
12,0.9855757355690002,0.08523181845182562,0.9914761185646057,0.008560417219996452,0,0,0,0,0,0
13,0.999439537525177,0.004038604482524071,0.9997063279151917,0.0002937152166850865,0,0,0,0,0,0
14,0.8859832286834717,0.42010735802315763,0.9346145987510681,0.06762102991342545,0,0,0,0,0,0
15,0.9998802542686462,0.0013853843021874592,0.9999186992645264,8.142326259985566e-05,0,0,0,0,0,0
16,0.9976168870925903,0.015031053442355903,0.9987280964851379,0.0012725937413051724,0,0,0,0,0,0
17,0.9999702572822571,0.0004314987814691454,0.999977707862854,2.2232779883779585e-05,0,0,0,0,0,0
18,0.997723400592804,0.017455437880756413,0.9985488057136536,0.0014522483106702566,0,0,0,0,0,0
19,0.9998677372932434,0.001466334383377257,0.9999135732650757,8.631125092506409e-05,0,0,0,0,0,0
20,0.9997220039367676,0.003230037801666465,0.999798595905304,0.00020142438006587327,0,0,0,0,0,0
21,0.9996394515037537,0.0040860705828474455,0.9997413754463196,0.0002586579939816147,0,0,0,0,0,0
22,0.9999104738235474,0.0010878765559707445,0.9999388456344604,6.127545202616602e-05,0,0,0,0,0,0
23,0.9968503713607788,0.027594453236486183,0.9978132247924805,0.0021891100332140923,0,0,0,0,0,0
24,0.9999415874481201,0.0005640511505222257,0.9999676942825317,3.230623769923113e-05,0,0,0,0,0,0
25,0.9989535212516785,0.011566686564278322,0.999195396900177,0.0008048673043958843,0,0,0,0,0,0
26,0.9997444152832031,0.003232625845681257,0.9998008608818054,0.00019909933325834572,0,0,0,0,0,0
27,0.9990174770355225,0.010526502930550193,0.9992650151252747,0.0007351954700425267,0,0,0,0,0,0
28,0.9999977350234985,2.4798056864881272e-05,0.9999988079071045,1.1324889328534482e-06,0,0,0,0,0,0
29,0.9560650587081909,0.1947723716298583,0.9749393463134766,0.02538001909852028,0,0,0,0,0,0
30,0.9891120195388794,0.06748598311324953,0.9931007623672485,0.006923147477209568,0,0,0,0,0,0
31,0.9999896287918091,0.00015440317873880802,0.9999924898147583,7.510213436034974e-06,0,0,0,0,0,0
32,0.9999023675918579,0.0011819405829015636,0.999930739402771,6.908416980877519e-05,0,0,0,0,0,0
33,0.9510860443115234,0.27548287766273666,0.9674927592277527,0.033047277480363846,0,0,0,0,0,0
34,0.98433518409729,0.07985603275966581,0.9914171099662781,0.008619875647127628,0,0,0,0,0,0
35,0.9717350602149963,0.12912380826075068,0.9845927357673645,0.015527189709246159,0,0,0,0,0,0
36,0.9977219700813293,0.019535028673773026,0.9984205961227417,0.001580771873705089,0,0,0,0,0,0
37,0.6218177676200867,1.2182767637984389,0.7486375570297241,0.28950029611587524,0,0,0,0,0,0
38,0.999914288520813,0.0007680813135597452,0.9999539852142334,4.6015844418434426e-05,0,0,0,0,0,0
39,0.9984694719314575,0.01422652226912807,0.9989246726036072,0.0010757866548374295,0,0,0,0,0,0
40,0.9997580051422119,0.0030648487504246974,0.9998127818107605,0.00018735494813881814,0,0,0,0,0,0
41,0.9498242139816284,0.2948501375847272,0.9645262360572815,0.03611818328499794,0,0,0,0,0,0
42,0.9988617897033691,0.009719189984325803,0.9992703795433044,0.0007298867567442358,0,0,0,0,0,0
43,0.9997127056121826,0.003530943942211965,0.9997783303260803,0.00022181347594596446,0,0,0,0,0,0
44,0.9731804132461548,0.1464711733990524,0.9830689430236816,0.017076026648283005,0,0,0,0,0,0
45,0.9999305009841919,0.0006160911121967361,0.9999635219573975,3.647870835266076e-05,0,0,0,0,0,0
46,0.9993316531181335,0.007327730726482203,0.999502420425415,0.0004976437776349485,0,0,0,0,0,0
47,0.81247478723526,0.9607544063714413,0.8563405871391296,0.1550869643688202,0,0,0,0,0,0
48,0.9999990463256836,1.4478558303850463e-05,0.9999994039535522,5.960466182841628e-07,0,0,0,0,0,0
49,0.999908447265625,0.0011812205067318492,0.9999322891235352,6.765356374671683e-05,0,0,0,0,0,0
50,0.9999984502792358,2.1337370381702636e-05,0.9999990463256836,8.940700695347914e-07,0,0,0,0,0,0
51,0.9999406337738037,0.0007439740016932146,0.9999581575393677,4.1962550312746316e-05,0,0,0,0,0,0
52,0.9978491067886353,0.012293907752737572,0.9989200830459595,0.0010804408229887486,0,0,0,0,0,0
53,0.9785211086273193,0.13905920295506977,0.9854553937911987,0.01465153694152832,0,0,0,0,0,0
54,0.9720122814178467,0.15246592766920208,0.9827244877815247,0.017426475882530212,0,0,0,0,0,0
55,0.9764496088027954,0.16575630910838318,0.9830775856971741,0.017067233100533485,0,0,0,0,0,0
56,0.8340204358100891,0.5169950999607708,0.9107905626296997,0.09344223886728287,0,0,0,0,0,0
57,0.9999184608459473,0.0008181065720324579,0.9999518394470215,4.816171349375509e-05,0,0,0,0,0,0
58,0.9995039105415344,0.004217566928985648,0.9997119307518005,0.00028822998865507543,0,0,0,0,0,0
59,0.8370961546897888,0.506406175120168,0.9126445651054382,0.09140871465206146,0,0,0,0,0,0
60,0.9997988343238831,0.0023090273456305836,0.9998610019683838,0.00013912691792938858,0,0,0,0,0,0
61,0.6766827702522278,1.1513976553626997,0.7823702096939087,0.24542716145515442,0,0,0,0,0,0
62,0.9999703764915466,0.0004101341836028901,0.9999784231185913,2.1517507775570266e-05,0,0,0,0,0,0
63,0.9270340800285339,0.35740984430002476,0.9511276483535767,0.050106871873140335,0,0,0,0,0,0
