,pcs,entropy,label_pred_score,loss,result,success_num
0,0.887946605682373,0.35969253434647713,0.0038354864809662104,5.5634589195251465,0,4
1,0.4309464693069458,1.6600554465037254,0.04317913576960564,3.142397880554199,0,4
2,0.954687774181366,0.16939556857537225,0.021949850022792816,3.8189949989318848,0,4
3,0.940937876701355,0.2846846754575168,0.01793038100004196,4.02125883102417,0,4
4,0.9992656111717224,0.005618037671650325,0.0003173445875290781,8.055522918701172,0,3
5,0.47603386640548706,1.5621954484730154,0.1831749528646469,1.6973135471343994,0,5
6,0.9998922348022461,0.0011265569671741384,5.842331347594154e-07,14.352965354919434,0,0
7,0.03531154990196228,2.2321789823910927,0.10741426050662994,2.231062173843384,0,5
8,0.9986018538475037,0.013233450588337442,0.0003676227352116257,7.908453464508057,0,4
9,0.8729209899902344,0.4488809186329552,0.0008336277678608894,7.089723587036133,0,4
10,0.8282591104507446,0.491469452594642,0.08166354894638062,2.5051474571228027,0,4
11,0.822177529335022,0.43776022446108664,0.0886920616030693,2.4225847721099854,0,5
12,0.46055153012275696,0.8735581559504181,0.26793888211250305,1.3169962167739868,0,5
13,0.6957195997238159,0.6156660523391336,0.1521250307559967,1.8830524682998657,0,5
14,0.9406026601791382,0.19288427305246494,0.02969852089881897,3.516658067703247,0,5
15,0.796126127243042,0.567921761408216,0.09396317601203918,2.3648521900177,0,5
16,0.9622711539268494,0.13516743221500985,0.018860135227441788,3.9707047939300537,0,1
17,0.2737576961517334,0.9671251971151522,0.36207133531570435,1.015913963317871,0,5
18,0.1589040756225586,1.0129459121037463,0.41895991563796997,0.8699800372123718,0,5
19,0.40779736638069153,0.9406232624807266,0.29278746247291565,1.2283083200454712,0,4
20,0.5062359571456909,1.3046883129250082,0.15911541879177094,1.8381255865097046,0,4
21,0.584015965461731,1.1945002258296478,0.11674665659666061,2.147749185562134,0,4
22,0.3449638783931732,1.2686987808240215,0.29506716132164,1.2205522060394287,0,4
23,0.662136435508728,0.9274935896817226,0.14257654547691345,1.947876214981079,0,4
24,0.7267935276031494,0.6795118888779776,0.13051962852478027,2.036231517791748,0,3
25,0.16356194019317627,1.012835953496729,0.41677361726760864,0.8752119541168213,0,4
26,0.2104947566986084,1.4431884493443066,0.31761372089385986,1.1469193696975708,0,5
27,0.43792077898979187,1.0412952996904945,0.030187314376235008,3.500333547592163,0,5
28,0.6752465963363647,0.6640466552027198,0.1611158698797226,1.8256314992904663,0,5
29,0.5466877222061157,0.9688863938001105,0.209069162607193,1.5650900602340698,0,5
30,0.5708394050598145,0.7652358100106386,0.21396231651306152,1.5419553518295288,0,5
31,0.5493752360343933,0.9510221362152074,0.20725500583648682,1.573805332183838,0,5
32,0.21418416500091553,1.5742625519706008,0.15426449477672577,1.869086503982544,0,5
33,0.9408248662948608,0.21961505873025644,0.02809826284646988,3.572047472000122,0,2
34,0.2717342972755432,0.9557915895559891,0.3637411594390869,1.01131272315979,0,5
35,0.589046061038971,1.250815888253852,0.1399364471435547,1.9665669202804565,0,5
36,0.34576842188835144,0.9132976544627458,0.32706961035728455,1.1175823211669922,0,5
